"v_spot_index","alsfc_ctprvn_nm","alsfc_signgu_nm","alsfc_nm","alsfc_rprsntv_tel_no","alsfc_addr","alsfc_detail_addr","alsfc_main_item_nm","alsfc_lo","alsfc_la"
777,서울,동작구,해가든짐,"02-813-6869",서울특별시 동작구 서달로 150,"지하 102호, 해가든짐(흑석동, 이랜드해가든)",헬스,"126.9622064","37.5066681"
778,서울,동작구,요가블리스&필라테스,"02-3280-1588",서울특별시 동작구 현충로 100-1,"3층 요가블리스앤필라테스(흑석동)",필라테스,"126.9647299","37.5076525"
779,서울,용산구,마블복싱스퀘어,"02-797-8865",서울특별시 용산구 이촌로 274,B1 마블복싱스퀘어(이촌동),복싱,"126.9771184","37.5186983"
780,서울,동작구,동작구시설관리공단(흑석체육센터),"02-823-2273",서울특별시 동작구 현충로 73,흑석체육센터(흑석동),기타종목,"126.963469","37.5100566"
781,서울,노원구,김도윤탁구클럽,"02-939-1018",서울특별시 노원구 덕릉로126길 6,"2층 김도윤탁구클럽(상계동)",탁구,"127.0817984","37.6702199"
782,서울,노원구,한양대엘리트태권도장,"02-939-2442",서울특별시 노원구 덕릉로 740,정진빌딩 6층 한양대엘리트태권도(상계동),태권도,"127.0764125","37.6636595"
783,서울,노원구,중앙태권도,"02-9098-7898",서울특별시 노원구 상계로39길 34,"3층(상계동)",태권도,"127.0813289","37.6714316"
784,서울,노원구,엔핑탁구클럽,"02-930-0979",서울특별시 노원구 덕릉로 780,"동아불암아파트상가 2층 201호(상계동, 동아불암아파트)",탁구,"127.0799007","37.6670475"
785,서울,노원구,상계탁구,"",서울특별시 노원구 덕릉로83길 9-20,"3층(중계동)",탁구,"127.073886","37.6596092"
786,서울,노원구,당고개점핑,"",서울특별시 노원구 덕릉로112길 42,"3층(상계동)",기타종목,"127.0798879","37.6663622"
787,서울,노원구,굿볼스튜디오 노원점,"02-938-5949",서울특별시 노원구 덕릉로 725,"3층(중계동)",기타종목,"127.0756239","37.662329"
788,서울,성북구,화랑태권도,"02-909-1807",서울특별시 성북구 보국문로30길 15,"정릉대우아파트 상가 1층(정릉동, 정릉대우아파트)",태권도,"127.0035717","37.6178779"
789,서울,성북구,꿈빛마을 발달센터,"02-7731-0880",서울특별시 성북구 솔샘로17길 8,벧엘교회 내 1층(정릉동),기타종목,"127.0057424","37.61281"
790,서울,용산구,용산청소년센터,"02-749-0102",서울특별시 용산구 이촌로71길 24,"3층 운영사무실(이촌동)",수영,"126.9732","37.5214167"
791,서울,강동구,NK번지필라테스,"02-3358-5890",서울특별시 강동구 아리수로93나길 60,골드프라자 3층(강일동),필라테스,"127.1751791","37.5722862"
792,서울,강동구,강일 퍼스트 태권도장,"02-427-4765",서울특별시 강동구 아리수로93나길 50,"504호505호(강일동)",태권도,"127.174498","37.5720997"
793,서울,강동구,오늘의 GYM,"",서울특별시 강동구 아리수로93나길 26,"201호(강일동)",헬스,"127.1733282","37.5717707"
794,서울,강동구,머슬비치짐,"",서울특별시 강동구 아리수로93나길 54,경서빌딩 3층 머슬비치짐(강일동),헬스,"127.174853","37.5722002"
795,서울,강동구,라비필라테스,"",서울특별시 강동구 아리수로93나길 54,경서프라자 504호(강일동),필라테스,"127.174853","37.5722002"
796,서울,강동구,짱키드짐,"",서울특별시 강동구 아리수로93나길 38,"4층406호 짱키드짐(강일동)",기타종목,"127.1739317","37.5719496"
